customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4018-PPNDW,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.715,1706.76,No
1635-FJFCC,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.65749999999999,222.36500000000004,No
2499-AJYUA,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),127.41999999999999,8670.475,No
6919-ELBGL,Male,1,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),132.1925,9016.04,No
3966-HRMZA,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.30749999999999,223.19000000000003,No
6425-JWTDV,Male,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.1375,940.6100000000001,No
8405-IGQFX,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),103.55749999999999,6398.700000000001,No
8224-IVVPA,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,65.205,1818.2450000000001,No
9477-LGWQI,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.1725,6160.165,No
1410-RSCMR,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.05249999999998,567.325,No
0139-IVFJG,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,103.90249999999999,209.55,No
6683-VLCTZ,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.33249999999998,2027.0800000000002,Yes
5730-DBDSI,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.654999999999998,1379.18,No
0030-FNXPP,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.8275,62.92000000000001,No
2189-WWOEW,Female,0,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.785,1396.505,Yes
5684-FJVYR,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),103.90249999999999,7219.74,No
4013-GUXND,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.919999999999998,22.880000000000003,No
1894-IGFSG,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,102.63749999999999,2098.635,Yes
7379-POKDZ,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.84499999999998,229.735,Yes
1266-NZYUI,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),76.87749999999998,5234.68,No
7969-FFOWG,Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.884999999999998,1421.8600000000001,No
4718-DHSMV,Female,0,No,No,7,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.169999999999995,399.46500000000003,No
5175-WLYXL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,90.67749999999998,1760.275,No
7817-OMJNA,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.459999999999997,303.27000000000004,No
8728-SKJLR,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.38749999999999,3398.01,No
3137-NYQQI,Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,74.52,1293.16,No
7706-DZNKK,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.5175,261.03000000000003,No
0236-HFWSV,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.35249999999999,1589.1150000000002,Yes
3900-AQPHZ,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.884999999999998,21.89,Yes
5842-POCOP,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,102.235,499.565,Yes
2037-XJFUP,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.16999999999999,3340.425,Yes
8823-RLPWL,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),127.2475,8872.215,No
9505-SQFSW,Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,46.34499999999999,101.75000000000001,No
7314-OXENN,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.3,203.115,Yes
3758-CKOQL,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),123.05,6767.530000000001,No
0322-CHQRU,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.152499999999996,98.45,Yes
5676-CFLYY,Male,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.35249999999999,5669.950000000001,No
7521-AFHAB,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.519999999999996,242.495,No
0285-INHLN,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.9625,1661.3300000000002,No
4678-DVQEO,Female,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.03,57.42000000000001,Yes
5125-CNDSP,Male,0,No,Yes,61,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),46.69,2847.8450000000003,No
0691-IFBQW,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,126.49999999999999,5362.280000000001,Yes
4992-LTJNE,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),63.59499999999999,4381.96,No
2202-OUTMO,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.97749999999999,2203.96,No
0810-BDHAW,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,90.16,2015.6400000000003,No
0229-LFJAF,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),80.0975,5399.075000000001,No
7131-ZQZNK,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),68.8275,3949.2200000000003,No
3442-ZHHCC,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.435,5525.3,No
5726-CVNYA,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.8275,161.26000000000002,No
9871-ELEYA,Female,0,No,Yes,30,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.7975,2573.2300000000005,No
4257-GAESD,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),51.74999999999999,328.57,No
5173-WXOQV,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.83,158.01500000000001,No
2040-OBMLJ,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),93.955,2803.5150000000003,No
6286-ZHAOK,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.3825,558.14,No
3807-XHCJH,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.0,22.0,No
3009-JWMPU,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.26249999999999,6737.9400000000005,Yes
5671-RQRLP,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),86.9975,5952.54,No
1450-GALXR,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.27499999999999,1164.075,Yes
8859-AXJZP,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.369999999999997,994.1800000000001,No
3174-AKMAS,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),73.83,3310.4500000000003,No
3138-BKYAV,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.15249999999999,538.395,Yes
9926-PJHDQ,Female,0,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.32,6015.295,No
7382-DFJTU,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),63.48,1163.91,No
2798-NYLMZ,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),124.83249999999998,8377.6,No
4289-DTDKW,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.49499999999999,4524.410000000001,Yes
1820-TQVEV,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.98249999999999,76.50500000000001,Yes
2239-JALAW,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),118.7375,6619.415,Yes
4853-RULSV,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),119.6,7975.165,Yes
8098-TDCBU,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.037499999999998,1219.0200000000002,No
3551-GAEGL,Male,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),34.959999999999994,1032.515,No
4785-NKHCX,Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.057499999999997,103.56500000000001,No
3196-NVXLZ,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.28999999999999,2296.8550000000005,No
6275-YDUVO,Female,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.13,196.57,Yes
0036-IHMOT,Female,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),119.255,6222.425,No
0115-TFERT,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,127.88,2548.81,Yes
4178-EGMON,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),101.19999999999999,6585.095,No
4220-TINQT,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,122.30249999999998,7426.485000000001,No
5318-YKDPV,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.0225,3923.26,No
7975-TZMLR,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,118.56499999999998,5378.2300000000005,No
0295-QVKPB,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),73.5425,349.91,No
4335-BSMJS,Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.669999999999998,1720.3450000000003,No
2311-QYMUQ,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.86749999999999,1573.275,Yes
3643-AHCFP,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.93999999999998,708.7850000000001,Yes
9146-JRIOX,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.3825,409.695,No
3104-OWCGK,Male,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,104.5925,5998.74,Yes
5337-IIWKZ,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.5775,1586.8600000000001,No
9101-BWFSS,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,124.83249999999998,6171.77,Yes
9650-VBUOG,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.807499999999997,1060.345,No
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),85.21499999999999,5744.530000000001,No
2672-TGEFF,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.11999999999999,3674.6050000000005,No
9231-ZJYAM,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.67749999999998,322.08000000000004,Yes
4250-WAROZ,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,107.2375,6352.005000000001,No
8184-WMOFI,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),82.11,4936.030000000001,No
6982-SSHFK,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.059999999999995,48.84,Yes
6092-QZVPP,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),91.08,3140.445,No
4625-LAMOB,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.459999999999997,996.105,No
0727-BMPLR,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,114.99999999999999,6060.2300000000005,Yes
0392-BZIUW,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),120.74999999999999,8348.78,No
1038-ZAGBI,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.77,252.56,Yes
6549-NNDYT,Female,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.4775,433.51000000000005,No
3027-ZTDHO,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.385,98.89000000000001,Yes
0422-OHQHQ,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.6325,325.545,No
6916-HIJSE,Female,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.57749999999999,6005.12,No
2316-ESMLS,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),38.122499999999995,489.225,No
9778-OGKQZ,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.8,7460.365,No
7408-OFWXJ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),103.26999999999998,7161.495000000001,No
6007-TCTST,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),133.17,9324.150000000001,No
2252-NKNSI,Male,0,No,Yes,51,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,97.9225,4908.035000000001,No
8713-IGZSO,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.5775,68.2,No
7905-TVXTA,Female,0,No,No,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.00249999999998,387.915,No
7695-PKLCZ,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.575,1567.3900000000003,No
2382-BCKQJ,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,115.1725,7055.015,Yes
8374-UULRV,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),98.9575,6940.615,No
2207-NHRJK,Male,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,58.419999999999995,55.88,Yes
3224-DFQNQ,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,102.35,6488.460000000001,No
5275-PMFUT,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.52,5191.725,No
4795-UXVCJ,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.77,503.03000000000003,No
9777-IQHWP,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),107.41,6404.530000000001,No
0947-MUGVO,Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.6975,1609.8500000000001,Yes
9944-HKVVB,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.36499999999998,338.14,Yes
4124-MMETB,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.8475,2315.0050000000006,Yes
3671-SHRSP,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,92.68999999999998,351.065,Yes
0979-MOZQI,Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),44.849999999999994,2571.195,No
2732-ISEZX,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.575,114.73,No
3313-QKNKB,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,98.3825,5593.115,Yes
0323-XWWTN,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.359999999999996,133.375,No
1937-OTUKY,Female,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),112.92999999999999,7717.49,No
1573-LGXBA,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),112.18249999999999,6157.8,No
1764-VUUMT,Male,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.9425,1396.01,No
5073-WXOYN,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.419999999999995,3330.1400000000003,Yes
4713-ZBURT,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),114.655,5097.785000000001,No
3050-GBUSH,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),40.019999999999996,125.34500000000001,No
0207-MDKNV,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,120.86499999999998,1741.025,Yes
7876-AEHIG,Female,0,No,Yes,50,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),69.1725,3384.7000000000003,No
7945-HLKEA,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,74.46249999999999,4443.450000000001,No
9342-VNIMQ,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.8475,1831.7200000000003,No
9851-KIELU,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,126.61499999999998,1147.63,Yes
3523-BRGUW,Male,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.195,554.62,No
3908-BLSYF,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.485,547.3050000000001,Yes
3199-NPKCN,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,127.93749999999999,8262.815,No
5170-PTRKA,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),41.169999999999995,1960.2,No
4661-NJEUX,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.057499999999997,22.055000000000003,No
2123-AGEEN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.00249999999998,670.615,No
1258-YMZNM,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),127.07499999999999,3143.36,No
0048-LUMLS,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),104.88,3572.3050000000003,No
7549-MYGPK,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,115.6325,6836.885000000001,Yes
5898-IGSLP,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,102.695,3105.3,No
3804-RVTGV,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),119.42749999999998,5519.69,Yes
6259-WJQLC,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.26499999999999,2881.175,No
9227-LUNBG,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,28.29,27.060000000000002,Yes
7997-EASSD,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),93.38,5461.610000000001,No
0730-KOAVE,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.445,2947.67,No
8975-SKGRX,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),133.515,9141.605,No
0678-RLHVP,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,121.3825,6250.475,No
4315-MURBD,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.735,1233.045,Yes
2267-FPIMA,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.56,5406.39,No
1051-GEJLJ,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.424999999999997,30.305000000000003,No
9734-YWGEX,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),113.04499999999999,1015.8500000000001,Yes
2719-BDAQO,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.92749999999998,1788.2150000000001,Yes
5285-MVEHD,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),121.43999999999998,6675.515,No
0379-DJQHR,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),93.55249999999998,5938.460000000001,No
